"STUDYID","DOMAIN","USUBJID","POOLID","FWSEQ","FWGRPID","FWTESTCD","FWTEST","FWORRES","FWORRESU","FWSTRESC","FWSTRESN","FWSTRESU","FWSTAT","FWREASND","FWEXCLFL","FWREASEX","FWDTC","FWENDTC","FWDY","FWENDY"
"GLP003","FW","107001629",NA,284,NA,"FC","Food Consumption","130.2","g","18.60",18.6,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:17:36","2007-06-21T08:36:08",1,8
"GLP003","FW","107001511",NA,285,NA,"FC","Food Consumption","142.3","g","20.33",20.33,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:17:45","2007-06-21T08:36:30",1,8
"GLP003","FW","107001511",NA,286,NA,"FC","Food Consumption","141.7","g","20.24",20.24,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:36:30","2007-06-28T08:11:00",8,15
"GLP003","FW","107001511",NA,287,NA,"FC","Food Consumption","145.4","g","20.77",20.77,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:11:00","2007-07-05T13:20:24",15,22
"GLP003","FW","107001511",NA,288,NA,"FC","Food Consumption","107.3","g","17.88",17.88,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:20:24","2007-07-11T06:17:54",22,28
"GLP003","FW","107001511",NA,289,NA,"WC","Water Consumption","11.5","g","11.50",11.5,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:39:33","2007-07-12T08:19:16",28,29
"GLP003","FW","107001620",NA,290,NA,"FC","Food Consumption","131.7","g","18.81",18.81,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:17:55","2007-06-21T08:36:45",1,8
"GLP003","FW","107001620",NA,291,NA,"FC","Food Consumption","107.5","g","15.36",15.36,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:36:45","2007-06-28T08:11:16",8,15
"GLP003","FW","107001620",NA,292,NA,"FC","Food Consumption","145.1","g","20.73",20.73,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:11:17","2007-07-05T13:20:39",15,22
"GLP003","FW","107001620",NA,293,NA,"FC","Food Consumption","101.0","g","16.83",16.83,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:20:39","2007-07-11T06:18:04",22,28
"GLP003","FW","107001620",NA,294,NA,"WC","Water Consumption","13.4","g","13.40",13.4,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:46:54","2007-07-13T08:10:14",29,30
"GLP003","FW","107001641",NA,295,NA,"FC","Food Consumption","152.8","g","21.83",21.83,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:18:04","2007-06-21T08:36:59",1,8
"GLP003","FW","107001641",NA,296,NA,"FC","Food Consumption","150.1","g","21.44",21.44,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:37:00","2007-06-28T08:11:29",8,15
"GLP003","FW","107001641",NA,297,NA,"FC","Food Consumption","151.3","g","21.61",21.61,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:11:29","2007-07-05T13:20:54",15,22
"GLP003","FW","107001641",NA,298,NA,"FC","Food Consumption","120.3","g","20.05",20.05,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:20:54","2007-07-11T06:18:12",22,28
"GLP003","FW","107001641",NA,299,NA,"WC","Water Consumption","6.2","g","6.20",6.2,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:47:09","2007-07-13T08:10:24",29,30
"GLP003","FW","107001602",NA,300,NA,"FC","Food Consumption","146.2","g","20.89",20.89,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:18:11","2007-06-21T08:37:17",1,8
"GLP003","FW","107001602",NA,301,NA,"FC","Food Consumption","137.9","g","19.70",19.7,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:37:17","2007-06-28T08:11:43",8,15
"GLP003","FW","107001602",NA,302,NA,"FC","Food Consumption","132.5","g","18.93",18.93,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:11:43","2007-07-05T13:21:09",15,22
"GLP003","FW","107001602",NA,303,NA,"FC","Food Consumption","99.8","g","16.63",16.63,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:21:09","2007-07-11T06:18:22",22,28
"GLP003","FW","107001602",NA,304,NA,"WC","Water Consumption","18.7","g","18.70",18.7,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:47:24","2007-07-13T08:10:36",29,30
"GLP003","FW","107001513",NA,305,NA,"FC","Food Consumption","143.4","g","20.49",20.49,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:18:17","2007-06-21T08:37:35",1,8
"GLP003","FW","107001513",NA,306,NA,"FC","Food Consumption","139.7","g","19.96",19.96,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:37:35","2007-06-28T08:11:53",8,15
"GLP003","FW","107001513",NA,307,NA,"FC","Food Consumption","130.5","g","18.64",18.64,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:11:53","2007-07-05T13:21:29",15,22
"GLP003","FW","107001513",NA,308,NA,"FC","Food Consumption","108.6","g","18.10",18.1,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:21:29","2007-07-11T06:18:30",22,28
"GLP003","FW","107001513",NA,309,NA,"WC","Water Consumption","7.8","g","7.80",7.8,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:47:37","2007-07-13T08:10:45",29,30
"GLP003","FW","107001556",NA,310,NA,"FC","Food Consumption","143.8","g","20.54",20.54,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:18:27","2007-06-21T08:37:51",1,8
"GLP003","FW","107001556",NA,311,NA,"FC","Food Consumption","138.0","g","19.71",19.71,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:37:51","2007-06-28T08:12:03",8,15
"GLP003","FW","107001556",NA,312,NA,"FC","Food Consumption","138.4","g","19.77",19.77,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:12:03","2007-07-05T13:21:43",15,22
"GLP003","FW","107001556",NA,313,NA,"FC","Food Consumption","103.4","g","17.23",17.23,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:21:43","2007-07-11T06:18:57",22,28
"GLP003","FW","107001556",NA,314,NA,"FC","Food Consumption","80.2","g","20.05",20.05,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:44:34","2007-07-19T09:23:29",32,36
"GLP003","FW","107001556",NA,315,NA,"FC","Food Consumption","109.8","g","18.30",18.3,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:23:29","2007-07-25T07:32:04",36,42
"GLP003","FW","107001556",NA,316,NA,"WC","Water Consumption","7.0","g","7.00",7,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:39:42","2007-07-12T08:19:26",28,29
"GLP003","FW","107001556",NA,317,NA,"WC","Water Consumption","6.3","g","6.30",6.3,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:48:54","2007-07-26T08:23:43",42,43
"GLP003","FW","107001561",NA,318,NA,"FC","Food Consumption","149.6","g","21.37",21.37,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:18:34","2007-06-21T08:38:08",1,8
"GLP003","FW","107001561",NA,319,NA,"FC","Food Consumption","161.1","g","23.01",23.01,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:38:08","2007-06-28T08:12:16",8,15
"GLP003","FW","107001561",NA,320,NA,"FC","Food Consumption","151.5","g","21.64",21.64,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:12:17","2007-07-05T13:22:01",15,22
"GLP003","FW","107001561",NA,321,NA,"FC","Food Consumption","128.8","g","21.47",21.47,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:22:01","2007-07-11T06:19:07",22,28
"GLP003","FW","107001561",NA,322,NA,"FC","Food Consumption","91.9","g","22.98",22.98,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:44:51","2007-07-19T09:23:59",32,36
"GLP003","FW","107001561",NA,323,NA,"FC","Food Consumption","139.4","g","23.23",23.23,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:23:59","2007-07-25T07:32:17",36,42
"GLP003","FW","107001561",NA,324,NA,"WC","Water Consumption","2.4","g","2.40",2.4,"g/animal/day",NA,NA,NA,NA,"2007-07-11T06:39:52","2007-07-12T08:19:36",28,29
"GLP003","FW","107001561",NA,325,NA,"WC","Water Consumption","15.8","g","15.80",15.8,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:49:02","2007-07-26T08:23:55",42,43
"GLP003","FW","107001559",NA,326,NA,"FC","Food Consumption","164.1","g","23.44",23.44,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:18:42","2007-06-21T08:38:22",1,8
"GLP003","FW","107001559",NA,327,NA,"FC","Food Consumption","165.4","g","23.63",23.63,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:38:22","2007-06-28T08:12:29",8,15
"GLP003","FW","107001559",NA,328,NA,"FC","Food Consumption","170.4","g","24.34",24.34,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:12:29","2007-07-05T13:22:16",15,22
"GLP003","FW","107001559",NA,329,NA,"FC","Food Consumption","133.6","g","22.27",22.27,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:22:16","2007-07-11T06:19:21",22,28
"GLP003","FW","107001559",NA,330,NA,"FC","Food Consumption","98.7","g","24.68",24.68,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:45:10","2007-07-19T09:24:27",32,36
"GLP003","FW","107001559",NA,331,NA,"FC","Food Consumption","119.5","g","19.92",19.92,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:24:27","2007-07-25T07:32:33",36,42
"GLP003","FW","107001559",NA,332,NA,"WC","Water Consumption","5.4","g","5.40",5.4,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:47:49","2007-07-13T08:10:58",29,30
"GLP003","FW","107001559",NA,333,NA,"WC","Water Consumption","3.2","g","3.20",3.2,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:49:11","2007-07-26T08:24:07",42,43
"GLP003","FW","107001609",NA,334,NA,"FC","Food Consumption","132.9","g","18.99",18.99,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:18:51","2007-06-21T08:38:38",1,8
"GLP003","FW","107001609",NA,335,NA,"FC","Food Consumption","153.5","g","21.93",21.93,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:38:38","2007-06-28T08:12:45",8,15
"GLP003","FW","107001609",NA,336,NA,"FC","Food Consumption","148.5","g","21.21",21.21,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:12:45","2007-07-05T13:22:33",15,22
"GLP003","FW","107001609",NA,337,NA,"FC","Food Consumption","114.3","g","19.05",19.05,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:22:34","2007-07-11T06:19:32",22,28
"GLP003","FW","107001609",NA,338,NA,"FC","Food Consumption","79.2","g","19.80",19.8,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:45:27","2007-07-19T09:24:54",32,36
"GLP003","FW","107001609",NA,339,NA,"FC","Food Consumption","123.4","g","20.57",20.57,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:24:54","2007-07-25T07:32:46",36,42
"GLP003","FW","107001609",NA,340,NA,"WC","Water Consumption","10.1","g","10.10",10.1,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:48:02","2007-07-13T08:11:08",29,30
"GLP003","FW","107001609",NA,341,NA,"WC","Water Consumption","4.1","g","4.10",4.1,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:49:20","2007-07-26T08:24:18",42,43
"GLP003","FW","107001563",NA,342,NA,"FC","Food Consumption","134.4","g","19.20",19.2,"g/animal/day",NA,NA,NA,NA,"2007-06-14T07:18:58","2007-06-21T08:38:52",1,8
"GLP003","FW","107001563",NA,343,NA,"FC","Food Consumption","129.1","g","18.44",18.44,"g/animal/day",NA,NA,NA,NA,"2007-06-21T08:38:52","2007-06-28T08:12:58",8,15
"GLP003","FW","107001563",NA,344,NA,"FC","Food Consumption","141.8","g","20.26",20.26,"g/animal/day",NA,NA,NA,NA,"2007-06-28T08:12:59","2007-07-05T13:22:48",15,22
"GLP003","FW","107001563",NA,345,NA,"FC","Food Consumption","107.8","g","17.97",17.97,"g/animal/day",NA,NA,NA,NA,"2007-07-05T13:22:48","2007-07-11T06:19:42",22,28
"GLP003","FW","107001563",NA,346,NA,"FC","Food Consumption","76.1","g","19.03",19.03,"g/animal/day",NA,NA,NA,NA,"2007-07-15T09:45:44","2007-07-19T09:25:22",32,36
"GLP003","FW","107001563",NA,347,NA,"FC","Food Consumption","109.2","g","18.20",18.2,"g/animal/day",NA,NA,NA,NA,"2007-07-19T09:25:23","2007-07-25T07:33:00",36,42
"GLP003","FW","107001563",NA,348,NA,"WC","Water Consumption","4.8","g","4.80",4.8,"g/animal/day",NA,NA,NA,NA,"2007-07-12T06:48:18","2007-07-13T08:11:17",29,30
"GLP003","FW","107001563",NA,349,NA,"WC","Water Consumption","7.9","g","7.90",7.9,"g/animal/day",NA,NA,NA,NA,"2007-07-25T09:49:28","2007-07-26T08:24:32",42,43
"GLP003","FW","107001441",NA,350,NA,"FC","Food Consumption","200.9","g","28.70",28.7,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:59:40","2007-06-19T08:21:47",1,8
"GLP003","FW","107001441",NA,351,NA,"FC","Food Consumption","192.6","g","27.51",27.51,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:21:47","2007-06-26T08:17:48",8,15
"GLP003","FW","107001441",NA,352,NA,"FC","Food Consumption","193.4","g","27.63",27.63,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:17:48","2007-07-03T14:28:42",15,22
"GLP003","FW","107001441",NA,353,NA,"FC","Food Consumption","162.7","g","27.12",27.12,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:28:42","2007-07-09T06:23:54",22,28
"GLP003","FW","107001441",NA,354,NA,"WC","Water Consumption","33.3","g","33.30",33.3,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:37:45","2007-07-10T08:01:55",28,29
"GLP003","FW","107001488",NA,355,NA,"FC","Food Consumption","199.5","g","28.50",28.5,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:59:47","2007-06-19T08:22:03",1,8
"GLP003","FW","107001488",NA,356,NA,"FC","Food Consumption","204.9","g","29.27",29.27,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:22:03","2007-06-26T08:18:11",8,15
"GLP003","FW","107001488",NA,357,NA,"FC","Food Consumption","209.3","g","29.90",29.9,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:18:11","2007-07-03T14:29:19",15,22
"GLP003","FW","107001488",NA,358,NA,"FC","Food Consumption","180.8","g","30.13",30.13,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:29:19","2007-07-09T06:24:00",22,28
"GLP003","FW","107001488",NA,359,NA,"WC","Water Consumption","26.4","g","26.40",26.4,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:37:54","2007-07-10T08:02:13",28,29
"GLP003","FW","107001431",NA,360,NA,"FC","Food Consumption","157.8","g","22.54",22.54,"g/animal/day",NA,NA,NA,NA,"2007-06-12T14:59:54","2007-06-19T08:22:22",1,8
"GLP003","FW","107001431",NA,361,NA,"FC","Food Consumption","153.4","g","21.91",21.91,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:22:22","2007-06-26T08:18:26",8,15
"GLP003","FW","107001431",NA,362,NA,"FC","Food Consumption","165.8","g","23.69",23.69,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:18:26","2007-07-03T14:29:47",15,22
"GLP003","FW","107001431",NA,363,NA,"FC","Food Consumption","132.0","g","22.00",22,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:29:47","2007-07-09T06:24:10",22,28
"GLP003","FW","107001431",NA,364,NA,"WC","Water Consumption","19.1","g","19.10",19.1,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:38:04","2007-07-10T08:02:25",28,29
"GLP003","FW","107001394",NA,365,NA,"FC","Food Consumption","204.1","g","29.16",29.16,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:00:01","2007-06-19T08:22:36",1,8
"GLP003","FW","107001394",NA,366,NA,"FC","Food Consumption","224.2","g","32.03",32.03,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:22:36","2007-06-26T08:18:43",8,15
"GLP003","FW","107001394",NA,367,NA,"FC","Food Consumption","223.1","g","31.87",31.87,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:18:43","2007-07-03T14:30:43",15,22
"GLP003","FW","107001394",NA,368,NA,"FC","Food Consumption","184.1","g","30.68",30.68,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:30:44","2007-07-09T06:24:19",22,28
"GLP003","FW","107001394",NA,369,NA,"WC","Water Consumption","15.1","g","15.10",15.1,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:38:12","2007-07-10T08:02:35",28,29
"GLP003","FW","107001480",NA,370,NA,"FC","Food Consumption","193.4","g","27.63",27.63,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:00:09","2007-06-19T08:22:55",1,8
"GLP003","FW","107001480",NA,371,NA,"FC","Food Consumption","187.6","g","26.80",26.8,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:22:55","2007-06-26T08:19:01",8,15
"GLP003","FW","107001480",NA,372,NA,"FC","Food Consumption","156.3","g","22.33",22.33,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:19:01","2007-07-03T14:31:16",15,22
"GLP003","FW","107001480",NA,373,NA,"FC","Food Consumption","150.4","g","25.07",25.07,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:31:17","2007-07-09T06:24:32",22,28
"GLP003","FW","107001480",NA,374,NA,"WC","Water Consumption","18.3","g","18.30",18.3,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:38:23","2007-07-10T08:02:50",28,29
"GLP003","FW","107001411",NA,375,NA,"FC","Food Consumption","207.3","g","29.61",29.61,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:00:27","2007-06-19T08:23:11",1,8
"GLP003","FW","107001411",NA,376,NA,"FC","Food Consumption","203.3","g","29.04",29.04,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:23:11","2007-06-26T08:19:17",8,15
"GLP003","FW","107001411",NA,377,NA,"FC","Food Consumption","220.8","g","31.54",31.54,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:19:17","2007-07-03T14:31:51",15,22
"GLP003","FW","107001411",NA,378,NA,"FC","Food Consumption","177.3","g","29.55",29.55,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:31:51","2007-07-09T06:24:42",22,28
"GLP003","FW","107001411",NA,379,NA,"WC","Water Consumption","17.6","g","17.60",17.6,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:41:43","2007-07-11T08:16:36",29,30
"GLP003","FW","107001433",NA,380,NA,"FC","Food Consumption","171.0","g","24.43",24.43,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:00:34","2007-06-19T08:23:27",1,8
"GLP003","FW","107001433",NA,381,NA,"FC","Food Consumption","171.9","g","24.56",24.56,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:23:27","2007-06-26T08:19:32",8,15
"GLP003","FW","107001433",NA,382,NA,"FC","Food Consumption","189.0","g","27.00",27,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:19:32","2007-07-03T14:32:19",15,22
"GLP003","FW","107001433",NA,383,NA,"FC","Food Consumption","155.1","g","25.85",25.85,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:32:19","2007-07-09T06:24:53",22,28
"GLP003","FW","107001433",NA,384,NA,"WC","Water Consumption","12.9","g","12.90",12.9,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:42:03","2007-07-11T08:16:45",29,30
"GLP003","FW","107001375",NA,385,NA,"FC","Food Consumption","213.3","g","30.47",30.47,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:01:03","2007-06-19T08:23:46",1,8
"GLP003","FW","107001375",NA,386,NA,"FC","Food Consumption","212.6","g","30.37",30.37,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:23:46","2007-06-26T08:19:49",8,15
"GLP003","FW","107001375",NA,387,NA,"FC","Food Consumption","228.2","g","32.60",32.6,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:19:49","2007-07-03T14:32:53",15,22
"GLP003","FW","107001375",NA,388,NA,"FC","Food Consumption","195.7","g","32.62",32.62,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:32:54","2007-07-09T06:25:04",22,28
"GLP003","FW","107001375",NA,389,NA,"WC","Water Consumption","36.2","g","36.20",36.2,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:42:20","2007-07-11T08:16:54",29,30
"GLP003","FW","107001381",NA,390,NA,"FC","Food Consumption","185.0","g","26.43",26.43,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:01:08","2007-06-19T08:24:03",1,8
"GLP003","FW","107001381",NA,391,NA,"FC","Food Consumption","193.6","g","27.66",27.66,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:24:03","2007-06-26T08:20:07",8,15
"GLP003","FW","107001381",NA,392,NA,"FC","Food Consumption","203.9","g","29.13",29.13,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:20:07","2007-07-03T14:33:20",15,22
"GLP003","FW","107001381",NA,393,NA,"FC","Food Consumption","162.8","g","27.13",27.13,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:33:20","2007-07-09T06:25:15",22,28
"GLP003","FW","107001381",NA,394,NA,"WC","Water Consumption","23.6","g","23.60",23.6,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:42:35","2007-07-11T08:17:07",29,30
"GLP003","FW","107001416",NA,395,NA,"FC","Food Consumption","194.9","g","27.84",27.84,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:01:16","2007-06-19T08:24:24",1,8
"GLP003","FW","107001416",NA,396,NA,"FC","Food Consumption","202.9","g","28.99",28.99,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:24:24","2007-06-26T08:20:24",8,15
"GLP003","FW","107001416",NA,397,NA,"FC","Food Consumption","221.8","g","31.69",31.69,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:20:24","2007-07-03T14:33:50",15,22
"GLP003","FW","107001416",NA,398,NA,"FC","Food Consumption","178.8","g","29.80",29.8,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:33:50","2007-07-09T06:25:23",22,28
"GLP003","FW","107001416",NA,399,NA,"WC","Water Consumption","30.4","g","30.40",30.4,"g/animal/day",NA,NA,NA,NA,"2007-07-10T06:42:55","2007-07-11T08:17:14",29,30
"GLP003","FW","107001386",NA,400,NA,"FC","Food Consumption","201.8","g","28.83",28.83,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:01:23","2007-06-19T08:24:44",1,8
"GLP003","FW","107001386",NA,401,NA,"FC","Food Consumption","207.4","g","29.63",29.63,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:24:44","2007-06-26T08:20:35",8,15
"GLP003","FW","107001386",NA,402,NA,"FC","Food Consumption","12.5","g","1.79",1.79,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:20:35","2007-07-03T14:34:21",15,22
"GLP003","FW","107001386",NA,403,NA,"FC","Food Consumption","182.0","g","30.33",30.33,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:34:21","2007-07-09T06:25:33",22,28
"GLP003","FW","107001386",NA,404,NA,"FC","Food Consumption","126.4","g","31.60",31.6,"g/animal/day",NA,NA,NA,NA,"2007-07-13T10:31:26","2007-07-17T07:51:17",32,36
"GLP003","FW","107001386",NA,405,NA,"FC","Food Consumption","186.0","g","31.00",31,"g/animal/day",NA,NA,NA,NA,"2007-07-17T07:51:17","2007-07-23T07:28:24",36,42
"GLP003","FW","107001386",NA,406,NA,"WC","Water Consumption","18.8","g","18.80",18.8,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:38:31","2007-07-10T08:03:03",28,29
"GLP003","FW","107001386",NA,407,NA,"WC","Water Consumption","17.1","g","17.10",17.1,"g/animal/day",NA,NA,NA,NA,"2007-07-23T08:44:58","2007-07-24T08:26:59",42,43
"GLP003","FW","107001379",NA,408,NA,"FC","Food Consumption","197.4","g","28.20",28.2,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:01:33","2007-06-19T08:25:09",1,8
"GLP003","FW","107001379",NA,409,NA,"FC","Food Consumption","211.7","g","30.24",30.24,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:25:09","2007-06-26T08:21:26",8,15
"GLP003","FW","107001379",NA,410,NA,"FC","Food Consumption","223.3","g","31.90",31.9,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:21:26","2007-07-03T14:35:28",15,22
"GLP003","FW","107001379",NA,411,NA,"FC","Food Consumption","171.0","g","28.50",28.5,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:35:28","2007-07-09T06:25:41",22,28
"GLP003","FW","107001379",NA,412,NA,"FC","Food Consumption","125.8","g","31.45",31.45,"g/animal/day",NA,NA,NA,NA,"2007-07-13T10:31:33","2007-07-17T07:51:52",32,36
"GLP003","FW","107001379",NA,413,NA,"FC","Food Consumption","189.0","g","31.50",31.5,"g/animal/day",NA,NA,NA,NA,"2007-07-17T07:51:53","2007-07-23T07:28:40",36,42
"GLP003","FW","107001379",NA,414,NA,"WC","Water Consumption","25.0","g","25.00",25,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:38:39","2007-07-10T08:03:15",28,29
"GLP003","FW","107001379",NA,415,NA,"WC","Water Consumption","22.9","g","22.90",22.9,"g/animal/day",NA,NA,NA,NA,"2007-07-23T08:45:13","2007-07-24T08:27:12",42,43
"GLP003","FW","107001432",NA,416,NA,"FC","Food Consumption","204.8","g","29.26",29.26,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:01:41","2007-06-19T08:25:38",1,8
"GLP003","FW","107001432",NA,417,NA,"FC","Food Consumption","199.1","g","28.44",28.44,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:25:38","2007-06-26T08:21:44",8,15
"GLP003","FW","107001432",NA,418,NA,"FC","Food Consumption","203.6","g","29.09",29.09,"g/animal/day",NA,NA,NA,NA,"2007-06-26T08:21:44","2007-07-03T14:35:59",15,22
"GLP003","FW","107001432",NA,419,NA,"FC","Food Consumption","167.6","g","27.93",27.93,"g/animal/day",NA,NA,NA,NA,"2007-07-03T14:35:59","2007-07-09T06:25:51",22,28
"GLP003","FW","107001432",NA,420,NA,"FC","Food Consumption","108.9","g","27.23",27.23,"g/animal/day",NA,NA,NA,NA,"2007-07-13T10:31:44","2007-07-17T07:52:16",32,36
"GLP003","FW","107001432",NA,421,NA,"FC","Food Consumption","161.9","g","26.98",26.98,"g/animal/day",NA,NA,NA,NA,"2007-07-17T07:52:16","2007-07-23T07:28:53",36,42
"GLP003","FW","107001432",NA,422,NA,"WC","Water Consumption","11","g","11.0",11,"g/animal/day",NA,NA,NA,NA,"2007-07-09T08:38:49","2007-07-10T08:03:33",28,29
"GLP003","FW","107001432",NA,423,NA,"WC","Water Consumption","17.4","g","17.40",17.4,"g/animal/day",NA,NA,NA,NA,"2007-07-23T08:45:34","2007-07-24T08:27:23",42,43
"GLP003","FW","107001478",NA,424,NA,"FC","Food Consumption","217.7","g","31.10",31.1,"g/animal/day",NA,NA,NA,NA,"2007-06-12T15:01:50","2007-06-19T08:26:03",1,8
"GLP003","FW","107001478",NA,425,NA,"FC","Food Consumption","233.6","g","33.37",33.37,"g/animal/day",NA,NA,NA,NA,"2007-06-19T08:26:03","2007-06-26T08:22:03",8,15
