"STUDYID","DOMAIN","USUBJID","POOLID","EXSEQ","EXTRT","EXDOSE","EXDOSTXT","EXDOSU","EXDOSFRM","EXDOSFRQ","EXROUTE","EXLOT","EXLOC","EXMETHOD","EXTRTV","EXVAMT","EXVAMTU","EXADJ","EXSTDTC","EXENDTC","EXSTDY","EXENDY","EXDUR","EXTPT","EXTPTNUM","EXELTM","EXTPTREF","EXRFTDTC"
"PDS2014","EX","PDS2014-0113",NA,2219,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-21T07:35:14",NA,11,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2220,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-22T08:13:27",NA,12,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2221,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-23T07:33:51",NA,13,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2222,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-24T08:04:06",NA,14,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2223,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-25T07:50:53",NA,15,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2224,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-26T07:18:51",NA,16,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2225,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-27T10:03:48",NA,17,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2226,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-28T08:01:21",NA,18,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2227,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-29T09:41:19",NA,19,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2228,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-30T08:59:48",NA,20,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2229,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-31T08:57:15",NA,21,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2230,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-01T06:52:21",NA,22,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2231,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-02T08:22:58",NA,23,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2232,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-03T08:40:09",NA,24,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2233,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-04T08:34:51",NA,25,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2234,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-05T08:26:38",NA,26,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2235,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-06T09:02:02",NA,27,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2236,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-07T07:31:12",NA,28,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2237,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-08T07:26:22",NA,29,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0113",NA,2238,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-09T11:03:35",NA,30,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2239,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-11T09:45:17",NA,1,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2240,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-12T10:44:37",NA,2,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2241,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-13T11:22:26",NA,3,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2242,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-14T10:01:56",NA,4,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2243,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-15T08:45:33",NA,5,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2244,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-16T09:01:10",NA,6,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2245,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-17T08:12:15",NA,7,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2246,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-18T08:22:18",NA,8,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2247,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-19T13:00:35",NA,9,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2248,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-20T11:05:05",NA,10,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2249,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-21T07:36:31",NA,11,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2250,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-22T08:14:01",NA,12,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2251,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-23T07:34:07",NA,13,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2252,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-24T08:04:24",NA,14,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2253,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-25T07:50:38",NA,15,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2254,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-26T07:19:34",NA,16,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2255,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-27T10:03:18",NA,17,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2256,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-28T08:02:46",NA,18,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2257,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-29T09:41:38",NA,19,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2258,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-30T09:00:07",NA,20,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2259,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-31T08:57:39",NA,21,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2260,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-01T06:53:15",NA,22,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2261,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-02T08:22:23",NA,23,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2262,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-03T08:39:55",NA,24,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2263,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-04T08:35:35",NA,25,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2264,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-05T08:25:51",NA,26,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2265,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-06T09:03:08",NA,27,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2266,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-07T07:32:11",NA,28,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2267,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-08T07:25:51",NA,29,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0114",NA,2268,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-09T11:04:30",NA,30,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2269,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-11T09:43:53",NA,1,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2270,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-12T10:44:13",NA,2,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2271,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-13T11:21:49",NA,3,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2272,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-14T10:02:17",NA,4,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2273,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-15T08:45:05",NA,5,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2274,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-16T09:00:44",NA,6,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2275,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-17T08:11:15",NA,7,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2276,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-18T08:21:52",NA,8,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2277,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-19T13:00:17",NA,9,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2278,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-20T11:05:25",NA,10,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2279,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-21T07:36:04",NA,11,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2280,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-22T08:13:43",NA,12,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2281,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-23T07:33:14",NA,13,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2282,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-24T08:04:37",NA,14,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2283,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-25T07:51:13",NA,15,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2284,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-26T07:19:14",NA,16,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2285,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-27T10:03:34",NA,17,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2286,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-28T08:02:29",NA,18,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2287,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-29T09:41:57",NA,19,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2288,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-30T08:58:48",NA,20,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2289,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-31T08:56:57",NA,21,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2290,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-01T06:54:09",NA,22,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2291,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-02T08:23:20",NA,23,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2292,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-03T08:40:22",NA,24,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2293,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-04T08:35:14",NA,25,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2294,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-05T08:27:28",NA,26,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2295,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-06T09:02:21",NA,27,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2296,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-07T07:32:29",NA,28,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2297,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-08T07:27:06",NA,29,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0115",NA,2298,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2011-01-09T11:03:57",NA,30,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0119",NA,2299,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-11T08:27:10",NA,1,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2300,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-11T08:29:27",NA,1,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2301,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-12T10:45:41",NA,2,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2302,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-13T11:23:48",NA,3,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2303,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-14T10:03:13",NA,4,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2304,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-15T08:46:09",NA,5,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2305,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-16T09:01:58",NA,6,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2306,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-17T08:13:13",NA,7,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2307,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-18T08:23:59",NA,8,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2308,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-19T13:02:18",NA,9,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2309,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-20T11:06:26",NA,10,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2310,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-21T07:37:32",NA,11,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2311,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-22T08:14:54",NA,12,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2312,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-23T07:34:52",NA,13,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2313,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-24T08:05:05",NA,14,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2314,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-25T07:52:26",NA,15,NA,NA,NA,NA,NA,NA,NA
"PDS2014","EX","PDS2014-0117",NA,2315,"PDS-FAKEDRUG-111",0,NA,"mg/kg","SUSPENSION","QD","ORAL GAVAGE","ABCD1234",NA,NA,"methocell",NA,NA,NA,"2010-12-26T07:20:19",NA,16,NA,NA,NA,NA,NA,NA,NA
