"STUDYID","DOMAIN","USUBJID","MASEQ","MAGRPID","MAREFID","MASPID","MATESTCD","MATEST","MABODSYS","MAORRES","MASTRESC","MASTAT","MAREASND","MANAM","MASPEC","MAANTREG","MASPCCND","MASPCUFL","MALAT","MADIR","MAPORTOT","MAEVAL","MASEV","MADTHREL","MADTC","MADY"
"PDS2014","MA","PDS2014-0104",1860,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"NOSE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1861,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"TONGUE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1862,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SKIN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1863,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, CLITORAL",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1864,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, MAMMARY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1865,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1866,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1867,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"HEART",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1868,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"TRACHEA",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1869,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LUNG",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1870,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"ESOPHAGUS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1871,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"ARTERY, AORTA",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1872,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1873,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"PANCREAS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1874,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"STOMACH",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1875,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SMALL INTESTINE, DUODENUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1876,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SMALL INTESTINE, JEJUNUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1877,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LYMPH NODE, MESENTERIC",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1878,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARGE INTESTINE, CECUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1879,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARGE INTESTINE, COLON",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1880,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SMALL INTESTINE, ILEUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1881,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1882,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"URETER",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1883,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1884,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"OVARY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1885,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"URINARY BLADDER",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1886,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"VAGINA",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1887,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"CERVIX",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1888,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"OVIDUCT",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1889,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SITE, MICROCHIP",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1890,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARGE INTESTINE, RECTUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0104",1891,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"BONE MARROW, FEMUR",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T13:18:00",30
"PDS2014","MA","PDS2014-0105",1892,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"frozen sample (co2-ice)","frozen sample (co2-ice)",NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1893,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"dilatation, slight degree","dilatation",NA,NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1894,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"contents: watery, slight degree","contents: watery",NA,NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1895,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"NERVE, SCIATIC",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1896,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"MUSCLE, QUADRICEPS FEMORIS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1897,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, SALIVARY, PAROTID",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1898,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1899,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, PARATHYROID",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1900,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARYNX",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1901,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1902,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1903,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"EYE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1904,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, HARDERIAN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1905,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"NOSE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1906,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"TONGUE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1907,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SKIN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1908,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, CLITORAL",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1909,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, MAMMARY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1910,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1911,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1912,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"HEART",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1913,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"TRACHEA",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1914,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LUNG",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1915,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"ESOPHAGUS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1916,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"ARTERY, AORTA",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1917,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1918,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"PANCREAS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1919,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"STOMACH",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1920,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SMALL INTESTINE, DUODENUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1921,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SMALL INTESTINE, JEJUNUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1922,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LYMPH NODE, MESENTERIC",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1923,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARGE INTESTINE, CECUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1924,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARGE INTESTINE, COLON",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1925,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SMALL INTESTINE, ILEUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1926,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1927,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"URETER",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1928,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1929,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"OVARY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1930,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"URINARY BLADDER",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1931,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"VAGINA",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1932,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"CERVIX",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1933,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"OVIDUCT",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1934,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SITE, MICROCHIP",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1935,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARGE INTESTINE, RECTUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0105",1936,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"BONE MARROW, FEMUR",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-09T15:02:00",30
"PDS2014","MA","PDS2014-0106",1937,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"ALL TISSUES",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MA","PDS2014-0107",1938,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"enlargement, slight degree","enlargement",NA,NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1939,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"NERVE, SCIATIC",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1940,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"MUSCLE, QUADRICEPS FEMORIS",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1941,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, SALIVARY, PAROTID",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1942,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1943,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, PARATHYROID",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1944,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"LARYNX",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1945,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1946,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1947,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"EYE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1948,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, HARDERIAN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1949,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"NOSE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1950,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"TONGUE",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1951,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"SKIN",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1952,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, CLITORAL",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1953,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"GLAND, MAMMARY",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MA","PDS2014-0107",1954,NA,NA,NA,"GROSPATH","Gross Pathological Examination",NA,"NORMAL","NORMAL",NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"SUPERVISING PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
