"STUDYID","DOMAIN","USUBJID","POOLID","PCSEQ","PCGRPID","PCREFID","PCSPID","PCTESTCD","PCTEST","PCCAT","PCSCAT","PCORRES","PCORRESU","PCSTRESC","PCSTRESN","PCSTRESU","PCSTAT","PCREASND","PCNAM","PCSPEC","PCSPCCND","PCMETHOD","PCBLFL","PCFAST","PCDRVFL","PCLLOQ","PCEXCLFL","PCREASEX","VISITDY","PCDTC","PCENDTC","PCDY","PCENDY","PCTPT","PCTPTNUM","PCELTM","PCTPTREF","PCRFTDTC","PCEVLINT"
"PDS2014","PC","PDS2014-0133",NA,156,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"BQL","ng/mL","BQL",NA,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"0H",0,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0133",NA,157,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"1580","ng/mL","1580",1580,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"0.5H",0.5,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0133",NA,158,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"2100","ng/mL","2100",2100,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"1H",1,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0133",NA,159,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"2000","ng/mL","2000",2000,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"2H",2,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0133",NA,160,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"1120","ng/mL","1120",1120,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"4H",4,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0133",NA,161,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"768","ng/mL","768",768,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"7H",7,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0133",NA,162,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"BQL","ng/mL","BQL",NA,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,30,"2011-01-09T12:00:00",NA,30,NA,"24H",24,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0151",NA,163,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"2500","ng/mL","2500",2500,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"0.5H",0.5,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0151",NA,164,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3710","ng/mL","3710",3710,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"1H",1,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0151",NA,165,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4470","ng/mL","4470",4470,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"2H",2,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0151",NA,166,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"6210","ng/mL","6210",6210,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"4H",4,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0151",NA,167,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4610","ng/mL","4610",4610,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"7H",7,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0151",NA,168,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4080","ng/mL","4080",4080,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,2,"2010-12-12T12:00:00",NA,2,NA,"24H",24,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0151",NA,169,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"207","ng/mL","207",207,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"0H",0,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0151",NA,170,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3400","ng/mL","3400",3400,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"0.5H",0.5,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0151",NA,171,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4720","ng/mL","4720",4720,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"1H",1,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0151",NA,172,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4450","ng/mL","4450",4450,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"2H",2,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0151",NA,173,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3690","ng/mL","3690",3690,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"4H",4,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0151",NA,174,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3070","ng/mL","3070",3070,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"7H",7,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0151",NA,175,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"207","ng/mL","207",207,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,30,"2011-01-09T12:00:00",NA,30,NA,"24H",24,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0152",NA,176,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3450","ng/mL","3450",3450,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"0.5H",0.5,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0152",NA,177,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3760","ng/mL","3760",3760,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"1H",1,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0152",NA,178,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"5010","ng/mL","5010",5010,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"2H",2,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0152",NA,179,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"5550","ng/mL","5550",5550,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"4H",4,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0152",NA,180,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4710","ng/mL","4710",4710,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"7H",7,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0152",NA,181,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"2700","ng/mL","2700",2700,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,2,"2010-12-12T12:00:00",NA,2,NA,"24H",24,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0152",NA,182,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"469","ng/mL","469",469,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"0H",0,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0152",NA,183,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4110","ng/mL","4110",4110,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"0.5H",0.5,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0152",NA,184,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"5770","ng/mL","5770",5770,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"1H",1,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0152",NA,185,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"7770","ng/mL","7770",7770,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"2H",2,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0152",NA,186,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"6660","ng/mL","6660",6660,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"4H",4,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0152",NA,187,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4500","ng/mL","4500",4500,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"7H",7,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0152",NA,188,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"469","ng/mL","469",469,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,30,"2011-01-09T12:00:00",NA,30,NA,"24H",24,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0153",NA,189,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"1770","ng/mL","1770",1770,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"0.5H",0.5,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0153",NA,190,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"2070","ng/mL","2070",2070,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"1H",1,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0153",NA,191,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"2690","ng/mL","2690",2690,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"2H",2,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0153",NA,192,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3070","ng/mL","3070",3070,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"4H",4,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0153",NA,193,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"1210","ng/mL","1210",1210,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"7H",7,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0153",NA,194,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3800","ng/mL","3800",3800,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,2,"2010-12-12T12:00:00",NA,2,NA,"24H",24,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0153",NA,195,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"110","ng/mL","110",110,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"0H",0,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0153",NA,196,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3200","ng/mL","3200",3200,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"0.5H",0.5,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0153",NA,197,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3710","ng/mL","3710",3710,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"1H",1,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0153",NA,198,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4760","ng/mL","4760",4760,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"2H",2,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0153",NA,199,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4230","ng/mL","4230",4230,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"4H",4,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0153",NA,200,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3020","ng/mL","3020",3020,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"7H",7,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0153",NA,201,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"110","ng/mL","110",110,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,30,"2011-01-09T12:00:00",NA,30,NA,"24H",24,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,202,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"1180","ng/mL","1180",1180,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"0.5H",0.5,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,203,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3570","ng/mL","3570",3570,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"1H",1,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,204,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4810","ng/mL","4810",4810,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"2H",2,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,205,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"5860","ng/mL","5860",5860,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"4H",4,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,206,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4750","ng/mL","4750",4750,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"7H",7,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,207,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4370","ng/mL","4370",4370,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,2,"2010-12-12T12:00:00",NA,2,NA,"24H",24,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,208,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"1300","ng/mL","1300",1300,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"0H",0,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,209,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3360","ng/mL","3360",3360,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"0.5H",0.5,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,210,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4750","ng/mL","4750",4750,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"1H",1,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,211,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"5110","ng/mL","5110",5110,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"2H",2,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,212,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4150","ng/mL","4150",4150,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"4H",4,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,213,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"2670","ng/mL","2670",2670,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"7H",7,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,214,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"1300","ng/mL","1300",1300,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,30,"2011-01-09T12:00:00",NA,30,NA,"24H",24,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,215,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"BQL","ng/mL","BQL",NA,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,31,"2011-01-10T12:00:00",NA,31,NA,"48H",48,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0176",NA,216,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"70.3","ng/mL","70.3",70.3,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,32,"2011-01-11T12:00:00",NA,32,NA,"72H",72,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,217,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"2000","ng/mL","2000",2000,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"0.5H",0.5,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,218,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"2910","ng/mL","2910",2910,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"1H",1,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,219,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3230","ng/mL","3230",3230,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"2H",2,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,220,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4380","ng/mL","4380",4380,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"4H",4,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,221,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"5230","ng/mL","5230",5230,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"7H",7,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,222,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"1930","ng/mL","1930",1930,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,2,"2010-12-12T12:00:00",NA,2,NA,"24H",24,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,223,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"57.6","ng/mL","57.6",57.6,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"0H",0,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,224,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4980","ng/mL","4980",4980,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"0.5H",0.5,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,225,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"5410","ng/mL","5410",5410,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"1H",1,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,226,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"5610","ng/mL","5610",5610,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"2H",2,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,227,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"4180","ng/mL","4180",4180,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"4H",4,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,228,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"2680","ng/mL","2680",2680,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,29,"2011-01-08T12:00:00",NA,29,NA,"7H",7,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,229,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"57.6","ng/mL","57.6",57.6,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,30,"2011-01-09T12:00:00",NA,30,NA,"24H",24,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,230,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"BQL","ng/mL","BQL",NA,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,31,"2011-01-10T12:00:00",NA,31,NA,"48H",48,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0177",NA,231,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"BQL","ng/mL","BQL",NA,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,32,"2011-01-11T12:00:00",NA,32,NA,"72H",72,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0178",NA,232,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"2760","ng/mL","2760",2760,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"0.5H",0.5,NA,NA,NA,NA
"PDS2014","PC","PDS2014-0178",NA,233,NA,NA,NA,"STDRG","PDS-12345678","Pharmaco-kinetic Concentrations Activity",NA,"3670","ng/mL","3670",3670,"ng/mL",NA,NA,NA,"PLASMA",NA,NA,NA,NA,NA,20,NA,NA,1,"2010-12-11T12:00:00",NA,1,NA,"1H",1,NA,NA,NA,NA
