"STUDYID","DOMAIN","USUBJID","MISEQ","MIGRPID","MIREFID","MISPID","MITESTCD","MITEST","MIBODSYS","MIORRES","MISTRESC","MIRESCAT","MISTAT","MIREASND","MINAM","MISPEC","MIANTREG","MISPCCND","MISPCUFL","MIMETHOD","MILAT","MIDIR","MIEVAL","MISEV","MIDTHREL","MIDTC","MIDY"
"PDS2014","MI","PDS2014-0106",1455,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1456,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1457,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"JOINT, STIFLE",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1458,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1459,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"CERVIX",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1460,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"ESOPHAGUS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1461,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"EYE",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1462,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, HARDERIAN",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1463,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"HEART",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1464,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1465,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LARGE INTESTINE, COLON",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1466,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LARGE INTESTINE, RECTUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1467,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LARGE INTESTINE, CECUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1468,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LARYNX",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1469,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Inflammation chronic, triade, focal, grade 1","Inflammation chronic","NON-NEOPLASTIC",NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1470,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LUNG",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1471,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LYMPH NODE, MESENTERIC",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1472,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LYMPH NODE, POPLITEAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1473,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, MAMMARY",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1474,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"NERVE, OPTIC",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1475,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"OVARY",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1476,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"OVIDUCT",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1477,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"PANCREAS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1478,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, PARATHYROID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1479,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"NERVE, SCIATIC",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1480,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"PEYER'S PATCH",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1481,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1482,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, SALIVARY, SUBLINGUAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1483,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, SALIVARY, SUBMANDIBULAR",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1484,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, SALIVARY, PAROTID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1485,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"MUSCLE, QUADRICEPS FEMORIS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1486,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SKIN",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1487,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SMALL INTESTINE, DUODENUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1488,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SMALL INTESTINE, ILEUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1489,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SMALL INTESTINE, JEJUNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1490,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SPINAL CORD, CERVICAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1491,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SPINAL CORD, LUMBAR",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1492,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SPINAL CORD, THORACIC",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1493,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Pigmentation, red pulp, diffuse, grade 1","Pigmentation","NON-NEOPLASTIC",NA,NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1494,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"STOMACH",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1495,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1496,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1497,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"TONGUE",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1498,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"TRACHEA",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1499,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"URETER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1500,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"URINARY BLADDER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1501,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0106",1502,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Proestrus","Proestrus","NON-NEOPLASTIC",NA,NA,NA,"VAGINA",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T11:24:00",31
"PDS2014","MI","PDS2014-0107",1503,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, ADRENAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1504,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"ARTERY, AORTA",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1505,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE MARROW, FEMUR",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1506,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE MARROW, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1507,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BONE, STERNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1508,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"JOINT, STIFLE",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1509,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1510,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"CERVIX",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1511,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"ESOPHAGUS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1512,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"EYE",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1513,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, HARDERIAN",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1514,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"HEART",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1515,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"KIDNEY",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1516,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LARGE INTESTINE, COLON",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1517,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LARGE INTESTINE, RECTUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1518,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LARGE INTESTINE, CECUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1519,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Inflammation chronic, focal, laryngeal glands, grade 1","Inflammation chronic","NON-NEOPLASTIC",NA,NA,NA,"LARYNX",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1520,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Inflammation chronic, triade, focal, grade 1","Inflammation chronic","NON-NEOPLASTIC",NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1521,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"MPS-aggregates multifocal, grade 1","MPS-aggregates multifocal","NON-NEOPLASTIC",NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1522,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Necrosis, focal, grade 1","Necrosis","NON-NEOPLASTIC",NA,NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1523,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LUNG",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1524,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LYMPH NODE, MESENTERIC",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1525,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"LYMPH NODE, POPLITEAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1526,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, MAMMARY",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1527,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"NERVE, OPTIC",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1528,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"OVARY",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1529,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"OVIDUCT",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1530,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"PANCREAS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1531,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, PARATHYROID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1532,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"NERVE, SCIATIC",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1533,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"PEYER'S PATCH",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1534,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1535,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, SALIVARY, SUBLINGUAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1536,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, SALIVARY, SUBMANDIBULAR",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1537,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"Metaplasia, mucinous, multifocal, grade 1","Metaplasia","NON-NEOPLASTIC",NA,NA,NA,"GLAND, SALIVARY, PAROTID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST","MILD",NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1538,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"MUSCLE, QUADRICEPS FEMORIS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1539,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SKIN",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1540,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SMALL INTESTINE, DUODENUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1541,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SMALL INTESTINE, ILEUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1542,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SMALL INTESTINE, JEJUNUM",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1543,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SPINAL CORD, CERVICAL",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1544,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SPINAL CORD, LUMBAR",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1545,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SPINAL CORD, THORACIC",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1546,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1547,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"STOMACH",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1548,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1549,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1550,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"TONGUE",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
"PDS2014","MI","PDS2014-0107",1551,NA,NA,NA,"MIEXAM","Microscopic Examination",NA,"NORMAL","NORMAL",NA,NA,NA,NA,"TRACHEA",NA,NA,NA,NA,NA,NA,"PATHOLOGIST",NA,NA,"2011-01-10T14:31:00",31
