"STUDYID","DOMAIN","USUBJID","POOLID","CLSEQ","CLGRPID","CLREFID","CLSPID","CLTESTCD","CLTEST","CLCAT","CLSCAT","CLBODSYS","CLORRES","CLSTRESC","CLRESCAT","CLSTAT","CLREASND","CLLOC","CLEVAL","CLSEV","CLEXCLFL","CLREASEX","VISITDY","CLDTC","CLDY","CLTPT","CLTPTNUM","CLELTM","CLTPTREF","CLRFTDTC"
"PDS2014","CL","PDS2014-0115",NA,4721,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,48,"2011-01-27T07:54:40",48,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4722,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,51,"2011-01-30T10:59:02",51,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4723,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T06:32:11",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4724,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,45,"2011-01-24T07:49:36",45,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4725,NA,NA,NA,"CS","Clinical Sign","OPHTHALMOLOGY",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,56,"2011-02-04T10:32:10",56,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4726,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,23,"2011-01-02T06:29:04",23,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4727,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,29,"2011-01-08T07:27:10",29,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4728,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,34,"2011-01-13T09:28:31",34,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4729,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,33,"2011-01-12T09:57:39",33,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4730,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T07:56:48",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4731,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,5,"2010-12-15T08:47:17",5,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4732,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T11:44:47",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4733,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,18,"2010-12-28T08:03:46",18,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4734,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,14,"2010-12-24T08:05:34",14,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4735,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T11:37:26",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4736,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,58,"2011-02-06T07:55:09",58,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4737,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T10:38:59",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4738,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T08:24:15",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4739,NA,NA,NA,"CS","Clinical Sign","OPHTHALMOLOGY",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,-1,"2010-12-10T11:07:39",-1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4740,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,16,"2010-12-26T07:19:17",16,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4741,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T15:08:57",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4742,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,47,"2011-01-26T09:10:32",47,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4743,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T07:52:06",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4744,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,4,"2010-12-14T10:03:32",4,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4745,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T10:54:51",30,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4746,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T13:09:50",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4747,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,21,"2010-12-31T08:58:35",21,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4748,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,2,"2010-12-12T09:12:57",2,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4749,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,55,"2011-02-03T11:24:42",55,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4750,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,10,"2010-12-20T11:13:12",10,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4751,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,13,"2010-12-23T07:35:10",13,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4752,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,36,"2011-01-15T10:29:22",36,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4753,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,6,"2010-12-16T09:02:13",6,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4754,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,25,"2011-01-04T08:10:54",25,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4755,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,26,"2011-01-05T08:08:11",26,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4756,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,3,"2010-12-13T11:24:37",3,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4757,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T15:11:14",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4758,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T07:18:27",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4759,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T08:24:08",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4760,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,31,"2011-01-10T09:45:07",31,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4761,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,25,"2011-01-04T15:26:10",25,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4762,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T13:13:25",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4763,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,53,"2011-02-01T09:46:44",53,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4764,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,44,"2011-01-23T10:55:25",44,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4765,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,54,"2011-02-02T10:51:18",54,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4766,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,57,"2011-02-05T07:48:27",57,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4767,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,46,"2011-01-25T13:04:52",46,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4768,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,25,"2011-01-04T08:57:25",25,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4769,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,2,"2010-12-12T10:46:03",2,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4770,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T07:51:39",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4771,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,27,"2011-01-06T09:04:35",27,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4772,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T06:54:20",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4773,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,50,"2011-01-29T07:51:35",50,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4774,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,40,"2011-01-19T10:32:28",40,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4775,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,32,"2011-01-11T09:22:21",32,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4776,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T10:04:22",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4777,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,25,"2011-01-04T11:33:45",25,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4778,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T09:17:21",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4779,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T10:14:27",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4780,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,25,"2011-01-04T08:35:16",25,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4781,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,41,"2011-01-20T10:31:25",41,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4782,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,28,"2011-01-07T07:33:34",28,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4783,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T08:25:39",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4784,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T08:21:56",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4785,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,23,"2011-01-02T08:25:00",23,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4786,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T07:25:58",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4787,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,52,"2011-01-31T07:42:06",52,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4788,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T09:53:45",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4789,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,43,"2011-01-22T07:40:57",43,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4790,NA,NA,NA,"CS","Clinical Sign","OPHTHALMOLOGY",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,28,"2011-01-07T11:30:20",28,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4791,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,49,"2011-01-28T09:13:29",49,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4792,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,19,"2010-12-29T09:43:32",19,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4793,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,12,"2010-12-22T08:15:15",12,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4794,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,17,"2010-12-27T10:04:47",17,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4795,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T11:16:05",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4796,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,9,"2010-12-19T08:07:39",9,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4797,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,24,"2011-01-03T08:41:46",24,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4798,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,38,"2011-01-17T10:36:45",38,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4799,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T11:18:24",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0115",NA,4800,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T12:59:20",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4801,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T06:32:11",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4802,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,9,"2010-12-19T13:26:38",9,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4803,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T11:51:23",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4804,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T11:37:26",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4805,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,26,"2011-01-05T08:08:11",26,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4806,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,22,"2011-01-01T08:25:39",22,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4807,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,13,"2010-12-23T07:49:44",13,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4808,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T09:29:08",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4809,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,1,"2010-12-11T10:09:41",1,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4810,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T08:15:19",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4811,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T09:56:46",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4812,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,25,"2011-01-04T08:50:15",25,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4813,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,15,"2010-12-25T09:39:50",15,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4814,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,27,"2011-01-06T09:23:56",27,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4815,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,6,"2010-12-16T09:13:31",6,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4816,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,8,"2010-12-18T07:52:06",8,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4817,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,19,"2010-12-29T10:00:23",19,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4818,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,16,"2010-12-26T07:33:45",16,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4819,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,30,"2011-01-09T08:14:48",30,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4820,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,17,"2010-12-27T10:38:07",17,NA,NA,NA,NA,NA
"PDS2014","CL","PDS2014-0121",NA,4821,NA,NA,NA,"CS","Clinical Sign","CLINICAL SIGNS",NA,NA,"No abnormalities","No abnormalities",NA,NA,NA,NA,NA,NA,NA,NA,5,"2010-12-15T09:57:02",5,NA,NA,NA,NA,NA
