STUDYID, DOMAIN, USUBJID, POOLID, PCSEQ, PCGRPID, PCREFID, PCSPID, PCTESTCD, PCTEST, PCCAT, PCSCAT, PCORRES, PCORRESU, PCSTRESC, PCSTRESN, PCSTRESU, PCSTAT, PCREASND, PCNAM, PCSPEC, PCSPCCND, PCMETHOD, PCBLFL, PCFAST, PCDRVFL, PCLLOQ, PCEXCLFL, PCREASEX, VISITDY, PCDTC, PCENDTC, PCDY, PCENDY, PCTPT, PCTPTNUM, PCELTM, PCTPTREF, PCRFTDTC, PCEVLINT
STUDY123,PC,STUDY123-2001,,183,ARTICLE123-DAY1-STUDY123-2001,,,ARCLE123,ARTICLE123,ANALYTE,,0.716,ug/mL,0.716,0.716,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-2001,,184,ARTICLE123-DAY1-STUDY123-2001,,,ARCLE123,ARTICLE123,ANALYTE,,0.499,ug/mL,0.499,0.499,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-2001,,185,ARTICLE123-DAY1-STUDY123-2001,,,ARCLE123,ARTICLE123,ANALYTE,,0.521,ug/mL,0.521,0.521,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-2002,,186,ARTICLE123-DAY1-STUDY123-2002,,,ARCLE123,ARTICLE123,ANALYTE,,0.966,ug/mL,0.966,0.966,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-2002,,187,ARTICLE123-DAY1-STUDY123-2002,,,ARCLE123,ARTICLE123,ANALYTE,,1.19,ug/mL,1.19,1.19,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-2002,,188,ARTICLE123-DAY1-STUDY123-2002,,,ARCLE123,ARTICLE123,ANALYTE,,1.14,ug/mL,1.14,1.14,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-2002,,189,ARTICLE123-DAY1-STUDY123-2002,,,ARCLE123,ARTICLE123,ANALYTE,,0.854,ug/mL,0.854,0.854,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-2002,,190,ARTICLE123-DAY1-STUDY123-2002,,,ARCLE123,ARTICLE123,ANALYTE,,1.37,ug/mL,1.37,1.37,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-2003,,191,ARTICLE123-DAY1-STUDY123-2003,,,ARCLE123,ARTICLE123,ANALYTE,,0.627,ug/mL,0.627,0.627,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-2003,,192,ARTICLE123-DAY1-STUDY123-2003,,,ARCLE123,ARTICLE123,ANALYTE,,0.680,ug/mL,0.680,0.680,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-2003,,193,ARTICLE123-DAY1-STUDY123-2003,,,ARCLE123,ARTICLE123,ANALYTE,,0.683,ug/mL,0.683,0.683,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-2003,,194,ARTICLE123-DAY1-STUDY123-2003,,,ARCLE123,ARTICLE123,ANALYTE,,0.585,ug/mL,0.585,0.585,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-2003,,195,ARTICLE123-DAY1-STUDY123-2003,,,ARCLE123,ARTICLE123,ANALYTE,,0.331,ug/mL,0.331,0.331,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-2004,,196,ARTICLE123-DAY1-STUDY123-2004,,,ARCLE123,ARTICLE123,ANALYTE,,0.724,ug/mL,0.724,0.724,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-2004,,197,ARTICLE123-DAY1-STUDY123-2004,,,ARCLE123,ARTICLE123,ANALYTE,,1.46,ug/mL,1.46,1.46,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-2004,,198,ARTICLE123-DAY1-STUDY123-2004,,,ARCLE123,ARTICLE123,ANALYTE,,1.39,ug/mL,1.39,1.39,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-2004,,199,ARTICLE123-DAY1-STUDY123-2004,,,ARCLE123,ARTICLE123,ANALYTE,,1.04,ug/mL,1.04,1.04,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-2004,,200,ARTICLE123-DAY1-STUDY123-2004,,,ARCLE123,ARTICLE123,ANALYTE,,1.39,ug/mL,1.39,1.39,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-2501,,201,ARTICLE123-DAY1-STUDY123-2501,,,ARCLE123,ARTICLE123,ANALYTE,,0.430,ug/mL,0.430,0.430,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-2501,,202,ARTICLE123-DAY1-STUDY123-2501,,,ARCLE123,ARTICLE123,ANALYTE,,0.875,ug/mL,0.875,0.875,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-2501,,203,ARTICLE123-DAY1-STUDY123-2501,,,ARCLE123,ARTICLE123,ANALYTE,,0.742,ug/mL,0.742,0.742,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-2501,,204,ARTICLE123-DAY1-STUDY123-2501,,,ARCLE123,ARTICLE123,ANALYTE,,0.671,ug/mL,0.671,0.671,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-2501,,205,ARTICLE123-DAY1-STUDY123-2501,,,ARCLE123,ARTICLE123,ANALYTE,,0.683,ug/mL,0.683,0.683,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-2502,,206,ARTICLE123-DAY1-STUDY123-2502,,,ARCLE123,ARTICLE123,ANALYTE,,0.554,ug/mL,0.554,0.554,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-2502,,207,ARTICLE123-DAY1-STUDY123-2502,,,ARCLE123,ARTICLE123,ANALYTE,,0.759,ug/mL,0.759,0.759,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-2502,,208,ARTICLE123-DAY1-STUDY123-2502,,,ARCLE123,ARTICLE123,ANALYTE,,0.692,ug/mL,0.692,0.692,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-2502,,209,ARTICLE123-DAY1-STUDY123-2502,,,ARCLE123,ARTICLE123,ANALYTE,,0.587,ug/mL,0.587,0.587,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-2502,,210,ARTICLE123-DAY1-STUDY123-2502,,,ARCLE123,ARTICLE123,ANALYTE,,0.824,ug/mL,0.824,0.824,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-2503,,211,ARTICLE123-DAY1-STUDY123-2503,,,ARCLE123,ARTICLE123,ANALYTE,,0.651,ug/mL,0.651,0.651,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-2503,,212,ARTICLE123-DAY1-STUDY123-2503,,,ARCLE123,ARTICLE123,ANALYTE,,0.902,ug/mL,0.902,0.902,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-2503,,213,ARTICLE123-DAY1-STUDY123-2503,,,ARCLE123,ARTICLE123,ANALYTE,,0.745,ug/mL,0.745,0.745,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-2503,,214,ARTICLE123-DAY1-STUDY123-2503,,,ARCLE123,ARTICLE123,ANALYTE,,0.590,ug/mL,0.590,0.590,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-2503,,215,ARTICLE123-DAY1-STUDY123-2503,,,ARCLE123,ARTICLE123,ANALYTE,,0.638,ug/mL,0.638,0.638,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-2504,,216,ARTICLE123-DAY1-STUDY123-2504,,,ARCLE123,ARTICLE123,ANALYTE,,0.449,ug/mL,0.449,0.449,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-2504,,217,ARTICLE123-DAY1-STUDY123-2504,,,ARCLE123,ARTICLE123,ANALYTE,,0.634,ug/mL,0.634,0.634,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-2504,,218,ARTICLE123-DAY1-STUDY123-2504,,,ARCLE123,ARTICLE123,ANALYTE,,0.574,ug/mL,0.574,0.574,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-2504,,219,ARTICLE123-DAY1-STUDY123-2504,,,ARCLE123,ARTICLE123,ANALYTE,,0.680,ug/mL,0.680,0.680,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-2504,,220,ARTICLE123-DAY1-STUDY123-2504,,,ARCLE123,ARTICLE123,ANALYTE,,0.458,ug/mL,0.458,0.458,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-3001,,221,ARTICLE123-DAY1-STUDY123-3001,,,ARCLE123,ARTICLE123,ANALYTE,,1.07,ug/mL,1.07,1.07,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-3001,,222,ARTICLE123-DAY1-STUDY123-3001,,,ARCLE123,ARTICLE123,ANALYTE,,1.50,ug/mL,1.50,1.50,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-3001,,223,ARTICLE123-DAY1-STUDY123-3001,,,ARCLE123,ARTICLE123,ANALYTE,,1.62,ug/mL,1.62,1.62,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-3001,,224,ARTICLE123-DAY1-STUDY123-3001,,,ARCLE123,ARTICLE123,ANALYTE,,1.31,ug/mL,1.31,1.31,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-3001,,225,ARTICLE123-DAY1-STUDY123-3001,,,ARCLE123,ARTICLE123,ANALYTE,,2.54,ug/mL,2.54,2.54,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-3002,,226,ARTICLE123-DAY1-STUDY123-3002,,,ARCLE123,ARTICLE123,ANALYTE,,0.745,ug/mL,0.745,0.745,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-3002,,227,ARTICLE123-DAY1-STUDY123-3002,,,ARCLE123,ARTICLE123,ANALYTE,,1.49,ug/mL,1.49,1.49,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-3002,,228,ARTICLE123-DAY1-STUDY123-3002,,,ARCLE123,ARTICLE123,ANALYTE,,2.32,ug/mL,2.32,2.32,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-3002,,229,ARTICLE123-DAY1-STUDY123-3002,,,ARCLE123,ARTICLE123,ANALYTE,,2.13,ug/mL,2.13,2.13,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-3002,,230,ARTICLE123-DAY1-STUDY123-3002,,,ARCLE123,ARTICLE123,ANALYTE,,1.31,ug/mL,1.31,1.31,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-3003,,231,ARTICLE123-DAY1-STUDY123-3003,,,ARCLE123,ARTICLE123,ANALYTE,,0.847,ug/mL,0.847,0.847,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-3003,,232,ARTICLE123-DAY1-STUDY123-3003,,,ARCLE123,ARTICLE123,ANALYTE,,1.82,ug/mL,1.82,1.82,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-3003,,233,ARTICLE123-DAY1-STUDY123-3003,,,ARCLE123,ARTICLE123,ANALYTE,,1.72,ug/mL,1.72,1.72,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-3003,,234,ARTICLE123-DAY1-STUDY123-3003,,,ARCLE123,ARTICLE123,ANALYTE,,1.47,ug/mL,1.47,1.47,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-3003,,235,ARTICLE123-DAY1-STUDY123-3003,,,ARCLE123,ARTICLE123,ANALYTE,,1.23,ug/mL,1.23,1.23,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-3004,,236,ARTICLE123-DAY1-STUDY123-3004,,,ARCLE123,ARTICLE123,ANALYTE,,0.605,ug/mL,0.605,0.605,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-3004,,237,ARTICLE123-DAY1-STUDY123-3004,,,ARCLE123,ARTICLE123,ANALYTE,,1.51,ug/mL,1.51,1.51,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-3004,,238,ARTICLE123-DAY1-STUDY123-3004,,,ARCLE123,ARTICLE123,ANALYTE,,1.40,ug/mL,1.40,1.40,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-3004,,239,ARTICLE123-DAY1-STUDY123-3004,,,ARCLE123,ARTICLE123,ANALYTE,,1.86,ug/mL,1.86,1.86,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-3004,,240,ARTICLE123-DAY1-STUDY123-3004,,,ARCLE123,ARTICLE123,ANALYTE,,2.81,ug/mL,2.81,2.81,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-3005,,241,ARTICLE123-DAY1-STUDY123-3005,,,ARCLE123,ARTICLE123,ANALYTE,,1.23,ug/mL,1.23,1.23,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-3005,,242,ARTICLE123-DAY1-STUDY123-3005,,,ARCLE123,ARTICLE123,ANALYTE,,2.03,ug/mL,2.03,2.03,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-3005,,243,ARTICLE123-DAY1-STUDY123-3005,,,ARCLE123,ARTICLE123,ANALYTE,,2.18,ug/mL,2.18,2.18,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-3005,,244,ARTICLE123-DAY1-STUDY123-3005,,,ARCLE123,ARTICLE123,ANALYTE,,1.67,ug/mL,1.67,1.67,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-3005,,245,ARTICLE123-DAY1-STUDY123-3005,,,ARCLE123,ARTICLE123,ANALYTE,,1.18,ug/mL,1.18,1.18,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-3006,,246,ARTICLE123-DAY1-STUDY123-3006,,,ARCLE123,ARTICLE123,ANALYTE,,0.821,ug/mL,0.821,0.821,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-3006,,247,ARTICLE123-DAY1-STUDY123-3006,,,ARCLE123,ARTICLE123,ANALYTE,,1.26,ug/mL,1.26,1.26,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-3006,,248,ARTICLE123-DAY1-STUDY123-3006,,,ARCLE123,ARTICLE123,ANALYTE,,1.43,ug/mL,1.43,1.43,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-3006,,249,ARTICLE123-DAY1-STUDY123-3006,,,ARCLE123,ARTICLE123,ANALYTE,,1.86,ug/mL,1.86,1.86,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-3006,,250,ARTICLE123-DAY1-STUDY123-3006,,,ARCLE123,ARTICLE123,ANALYTE,,1.93,ug/mL,1.93,1.93,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-3501,,251,ARTICLE123-DAY1-STUDY123-3501,,,ARCLE123,ARTICLE123,ANALYTE,,0.600,ug/mL,0.600,0.600,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-3501,,252,ARTICLE123-DAY1-STUDY123-3501,,,ARCLE123,ARTICLE123,ANALYTE,,1.47,ug/mL,1.47,1.47,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-3501,,253,ARTICLE123-DAY1-STUDY123-3501,,,ARCLE123,ARTICLE123,ANALYTE,,2.40,ug/mL,2.40,2.40,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-3501,,254,ARTICLE123-DAY1-STUDY123-3501,,,ARCLE123,ARTICLE123,ANALYTE,,2.33,ug/mL,2.33,2.33,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-3501,,255,ARTICLE123-DAY1-STUDY123-3501,,,ARCLE123,ARTICLE123,ANALYTE,,1.89,ug/mL,1.89,1.89,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-3502,,256,ARTICLE123-DAY1-STUDY123-3502,,,ARCLE123,ARTICLE123,ANALYTE,,0.565,ug/mL,0.565,0.565,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-3502,,257,ARTICLE123-DAY1-STUDY123-3502,,,ARCLE123,ARTICLE123,ANALYTE,,1.39,ug/mL,1.39,1.39,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-3502,,258,ARTICLE123-DAY1-STUDY123-3502,,,ARCLE123,ARTICLE123,ANALYTE,,1.96,ug/mL,1.96,1.96,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-3502,,259,ARTICLE123-DAY1-STUDY123-3502,,,ARCLE123,ARTICLE123,ANALYTE,,1.81,ug/mL,1.81,1.81,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-3502,,260,ARTICLE123-DAY1-STUDY123-3502,,,ARCLE123,ARTICLE123,ANALYTE,,1.44,ug/mL,1.44,1.44,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-3503,,261,ARTICLE123-DAY1-STUDY123-3503,,,ARCLE123,ARTICLE123,ANALYTE,,0.589,ug/mL,0.589,0.589,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-3503,,262,ARTICLE123-DAY1-STUDY123-3503,,,ARCLE123,ARTICLE123,ANALYTE,,1.02,ug/mL,1.02,1.02,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-3503,,263,ARTICLE123-DAY1-STUDY123-3503,,,ARCLE123,ARTICLE123,ANALYTE,,1.11,ug/mL,1.11,1.11,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-3503,,264,ARTICLE123-DAY1-STUDY123-3503,,,ARCLE123,ARTICLE123,ANALYTE,,0.921,ug/mL,0.921,0.921,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-3503,,265,ARTICLE123-DAY1-STUDY123-3503,,,ARCLE123,ARTICLE123,ANALYTE,,0.470,ug/mL,0.470,0.470,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-3504,,266,ARTICLE123-DAY1-STUDY123-3504,,,ARCLE123,ARTICLE123,ANALYTE,,0.809,ug/mL,0.809,0.809,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-3504,,267,ARTICLE123-DAY1-STUDY123-3504,,,ARCLE123,ARTICLE123,ANALYTE,,1.89,ug/mL,1.89,1.89,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-3504,,268,ARTICLE123-DAY1-STUDY123-3504,,,ARCLE123,ARTICLE123,ANALYTE,,1.56,ug/mL,1.56,1.56,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-3504,,269,ARTICLE123-DAY1-STUDY123-3504,,,ARCLE123,ARTICLE123,ANALYTE,,1.42,ug/mL,1.42,1.42,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-3504,,270,ARTICLE123-DAY1-STUDY123-3504,,,ARCLE123,ARTICLE123,ANALYTE,,2.57,ug/mL,2.57,2.57,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-3505,,271,ARTICLE123-DAY1-STUDY123-3505,,,ARCLE123,ARTICLE123,ANALYTE,,0.649,ug/mL,0.649,0.649,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
STUDY123,PC,STUDY123-3505,,272,ARTICLE123-DAY1-STUDY123-3505,,,ARCLE123,ARTICLE123,ANALYTE,,0.877,ug/mL,0.877,0.877,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 2H,10002,PT2H,,,
STUDY123,PC,STUDY123-3505,,273,ARTICLE123-DAY1-STUDY123-3505,,,ARCLE123,ARTICLE123,ANALYTE,,0.797,ug/mL,0.797,0.797,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 4H,10004,PT4H,,,
STUDY123,PC,STUDY123-3505,,274,ARTICLE123-DAY1-STUDY123-3505,,,ARCLE123,ARTICLE123,ANALYTE,,0.682,ug/mL,0.682,0.682,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 8H,10008,PT8H,,,
STUDY123,PC,STUDY123-3505,,275,ARTICLE123-DAY1-STUDY123-3505,,,ARCLE123,ARTICLE123,ANALYTE,,0.532,ug/mL,0.532,0.532,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,2,,DAY 1 24H,10024,PT24H,,,
STUDY123,PC,STUDY123-3506,,276,ARTICLE123-DAY1-STUDY123-3506,,,ARCLE123,ARTICLE123,ANALYTE,,0.796,ug/mL,0.796,0.796,ug/mL,,,,PLASMA,,LC/MS-MS,,,,5,,,1,,,1,,DAY 1 1H,10001,PT1H,,,
