LBCAT,LBTEST,LBTESTCD,LBSPEC,SPECIES,SEX,LBSTRESM,LBSTRESSD,LBSTRESU,N
CLINICAL CHEMISTRY,HDL Cholesterol,HDL,SERUM,RAT,F,61.6,19.76804265,mg/dL,50
CLINICAL CHEMISTRY,HDL Cholesterol,HDL,SERUM,RAT,F,1.519,0.213757033,mmol/L,30
CLINICAL CHEMISTRY,HDL Cholesterol,HDL,SERUM,RAT,M,56.625,18.08445378,mg/dL,80
CLINICAL CHEMISTRY,HDL Cholesterol,HDL,SERUM,RAT,M,1.316,0.175766303,mmol/L,30
CLINICAL CHEMISTRY,Unsaturated Iron Binding Capacity,IBCU,PLASMA,RAT,F,30.31,10.37531991,umol/L,20
CLINICAL CHEMISTRY,Unsaturated Iron Binding Capacity,IBCU,PLASMA,RAT,M,53.95,10.06957376,umol/L,20
CLINICAL CHEMISTRY,Unsaturated Iron Binding Capacity,IBCU,SERUM,DOG,F,35.82142857,7.839825071,umol/L,28
CLINICAL CHEMISTRY,Unsaturated Iron Binding Capacity,IBCU,SERUM,DOG,M,37.11428571,8.894722292,umol/L,28
CLINICAL CHEMISTRY,Unsaturated Iron Binding Capacity,IBCU,SERUM,MOUSE,F,169,35.76692225,ug/dL,12
CLINICAL CHEMISTRY,Unsaturated Iron Binding Capacity,IBCU,SERUM,MOUSE,M,160.3333333,24.30612842,ug/dL,12
CLINICAL CHEMISTRY,Unsaturated Iron Binding Capacity,IBCU,SERUM,RAT,F,42.1,16.67846878,umol/L,54
CLINICAL CHEMISTRY,Unsaturated Iron Binding Capacity,IBCU,SERUM,RAT,M,82.17,12.86659451,umol/L,60
CLINICAL CHEMISTRY,Icteric Index,ICTERUSI,SERUM,RAT,F,0,0,uL,40
CLINICAL CHEMISTRY,Icteric Index,ICTERUSI,SERUM,RAT,M,0,0,uL,40
CLINICAL CHEMISTRY,Immunoglobulin G,IGG,SERUM,MONKEY,F,10.12356923,2.518188419,g/L,65
CLINICAL CHEMISTRY,Immunoglobulin G,IGG,SERUM,MONKEY,M,9.706738462,1.783455177,g/L,65
CLINICAL CHEMISTRY,Immunoglobulin M,IGM,SERUM,MONKEY,F,1.446140351,0.734979056,g/L,57
CLINICAL CHEMISTRY,Immunoglobulin M,IGM,SERUM,MONKEY,M,1.175263158,0.401593649,g/L,57
CLINICAL CHEMISTRY,Iron,IRON,PLASMA,MONKEY,F,18.69107143,2.3044714,umol/L,16
CLINICAL CHEMISTRY,Iron,IRON,PLASMA,MONKEY,M,16.6,2.84973683,umol/L,16
CLINICAL CHEMISTRY,Iron,IRON,SERUM,DOG,F,35.5106383,6.777006651,umol/L,47
CLINICAL CHEMISTRY,Iron,IRON,SERUM,DOG,M,32.72765957,9.744992072,umol/L,47
CLINICAL CHEMISTRY,Iron,IRON,SERUM,MOUSE,F,303.3333333,27.82194469,ug/dL,12
CLINICAL CHEMISTRY,Iron,IRON,SERUM,MOUSE,M,266.3333333,58.96275147,ug/dL,12
CLINICAL CHEMISTRY,Iron,IRON,SERUM,RAT,F,61.984,13.4920612,umol/L,150
CLINICAL CHEMISTRY,Iron,IRON,SERUM,RAT,M,29.19166667,7.269242609,umol/L,144
CLINICAL CHEMISTRY,Potassium,K,PLASMA,DOG,F,4.160949039,0.355218821,mmol/L,114
CLINICAL CHEMISTRY,Potassium,K,PLASMA,DOG,M,4.314718537,0.278267754,mmol/L,112
CLINICAL CHEMISTRY,Potassium,K,PLASMA,MONKEY,F,3.79096621,0.210289977,mmol/L,66
CLINICAL CHEMISTRY,Potassium,K,PLASMA,MONKEY,M,3.923844605,0.212817246,mmol/L,69
CLINICAL CHEMISTRY,Potassium,K,PLASMA,MOUSE,F,4.101192053,0.665138509,mmol/L,151
CLINICAL CHEMISTRY,Potassium,K,PLASMA,MOUSE,M,4.444968944,0.578668865,mmol/L,161
CLINICAL CHEMISTRY,Potassium,K,PLASMA,RABBIT,F,5.036,0.228361312,mmol/L,10
CLINICAL CHEMISTRY,Potassium,K,PLASMA,RABBIT,M,5.651,0.456963407,mmol/L,10
CLINICAL CHEMISTRY,Potassium,K,PLASMA,RAT,F,3.286923077,0.231246102,mEq/L,65
CLINICAL CHEMISTRY,Potassium,K,PLASMA,RAT,F,3.855648148,0.47483429,mmol/L,648
CLINICAL CHEMISTRY,Potassium,K,PLASMA,RAT,M,3.366,0.142843308,mEq/L,20
CLINICAL CHEMISTRY,Potassium,K,PLASMA,RAT,M,4.255384216,0.466901424,mmol/L,642
CLINICAL CHEMISTRY,Potassium,K,SERUM,CAT,F,4.7,0.296341327,mEq/L,56
CLINICAL CHEMISTRY,Potassium,K,SERUM,CAT,M,5.1625,0.176132698,mEq/L,56
CLINICAL CHEMISTRY,Potassium,K,SERUM,DOG,F,4.551552288,0.231195772,mEq/L,306
CLINICAL CHEMISTRY,Potassium,K,SERUM,DOG,F,4.645348366,0.257212064,mmol/L,529
CLINICAL CHEMISTRY,Potassium,K,SERUM,DOG,M,4.671910966,0.21695643,mEq/L,307
CLINICAL CHEMISTRY,Potassium,K,SERUM,DOG,M,4.731167134,0.278164411,mmol/L,612
CLINICAL CHEMISTRY,Potassium,K,SERUM,GUINEA PIG,M,4.72,0.18135294,mEq/L,10
CLINICAL CHEMISTRY,Potassium,K,SERUM,MONKEY,F,4.760576109,0.423035011,mEq/L,641
CLINICAL CHEMISTRY,Potassium,K,SERUM,MONKEY,F,4.789371766,0.46253857,mmol/L,857
CLINICAL CHEMISTRY,Potassium,K,SERUM,MONKEY,M,4.804619757,0.456636472,mEq/L,694
CLINICAL CHEMISTRY,Potassium,K,SERUM,MONKEY,M,4.792647531,0.488827946,mmol/L,973
CLINICAL CHEMISTRY,Potassium,K,SERUM,MOUSE,F,8.372727273,3.142191748,mEq/L,154
CLINICAL CHEMISTRY,Potassium,K,SERUM,MOUSE,F,5.000694006,0.802244571,mmol/L,317
CLINICAL CHEMISTRY,Potassium,K,SERUM,MOUSE,M,9.176623377,2.992578887,mEq/L,154
CLINICAL CHEMISTRY,Potassium,K,SERUM,MOUSE,M,5.477553191,0.798003754,mmol/L,470
CLINICAL CHEMISTRY,Potassium,K,SERUM,PIG,F,5.917753623,0.822840625,mEq/L,46
CLINICAL CHEMISTRY,Potassium,K,SERUM,PIG,F,6.198846154,0.462938548,mmol/L,13
CLINICAL CHEMISTRY,Potassium,K,SERUM,PIG,M,5.814728682,0.588393127,mEq/L,43
CLINICAL CHEMISTRY,Potassium,K,SERUM,PIG,M,6.065454545,0.736161343,mmol/L,11
CLINICAL CHEMISTRY,Potassium,K,SERUM,RABBIT,F,4.309090909,0.644691946,mEq/L,22
CLINICAL CHEMISTRY,Potassium,K,SERUM,RABBIT,F,4.3825,0.479716228,mmol/L,48
CLINICAL CHEMISTRY,Potassium,K,SERUM,RABBIT,M,4.456666667,0.456322129,mEq/L,30
CLINICAL CHEMISTRY,Potassium,K,SERUM,RABBIT,M,4.221041667,0.383888224,mmol/L,48
CLINICAL CHEMISTRY,Potassium,K,SERUM,RAT,F,7.516668806,2.928208116,mEq/L,3116
CLINICAL CHEMISTRY,Potassium,K,SERUM,RAT,F,4.810655832,0.637491974,mmol/L,4338
CLINICAL CHEMISTRY,Potassium,K,SERUM,RAT,M,7.233761845,2.453586413,mEq/L,3166
CLINICAL CHEMISTRY,Potassium,K,SERUM,RAT,M,5.270700235,0.621043312,mmol/L,4677
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,PLASMA,DOG,F,28.86822917,5.383435881,U/L,32
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,PLASMA,DOG,M,32.38072917,9.571116626,U/L,32
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,PLASMA,RAT,F,92.24615385,25.4521799,U/L,65
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,PLASMA,RAT,M,90.2,28.7998538,U/L,20
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,DOG,F,76.62475083,38.70605974,U/L,86
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,DOG,M,104.8767176,53.79219047,U/L,131
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,MONKEY,F,585.8127208,236.231705,U/L,405
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,MONKEY,M,691.4098575,269.2176366,U/L,488
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,MOUSE,F,352.336,94.21510724,U/L,50
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,MOUSE,M,410.5395833,76.62018901,U/L,96
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,PIG,F,772.9487179,322.0036051,U/L,26
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,PIG,M,665.5384615,120.5053462,U/L,26
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,RABBIT,F,233.1666667,91.05476208,U/L,12
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,RABBIT,M,255.5,54.23350189,U/L,12
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,RAT,F,1256,656.0526156,IU/L,30
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,RAT,F,930.013544,682.7373094,U/L,443
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,RAT,F,6.869698,2.001934307,ukat/L,20
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,RAT,M,1071.8,691.6144232,IU/L,30
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,RAT,M,949.0427509,835.5060518,U/L,538
CLINICAL CHEMISTRY,Lactate Dehydrogenase,LDH,SERUM,RAT,M,10.155328,4.936863181,ukat/L,20
CLINICAL CHEMISTRY,LDL Cholesterol,LDL,PLASMA,MONKEY,F,1.261333333,0.160085271,mmol/L,18
CLINICAL CHEMISTRY,LDL Cholesterol,LDL,PLASMA,MONKEY,M,1.274666667,0.465575419,mmol/L,18
CLINICAL CHEMISTRY,LDL Cholesterol,LDL,SERUM,MONKEY,F,62.43835979,16.1593983,mg/dL,36
CLINICAL CHEMISTRY,LDL Cholesterol,LDL,SERUM,MONKEY,F,1.681174603,0.514165531,mmol/L,15
CLINICAL CHEMISTRY,LDL Cholesterol,LDL,SERUM,MONKEY,M,65.58134921,18.89049477,mg/dL,36
CLINICAL CHEMISTRY,LDL Cholesterol,LDL,SERUM,MONKEY,M,1.41647619,0.57094653,mmol/L,15
CLINICAL CHEMISTRY,LDL Cholesterol,LDL,SERUM,RAT,F,6.1,5.023414564,mg/dL,50
CLINICAL CHEMISTRY,LDL Cholesterol,LDL,SERUM,RAT,F,0.202,0.057499625,mmol/L,30
CLINICAL CHEMISTRY,LDL Cholesterol,LDL,SERUM,RAT,M,12.4375,5.418775961,mg/dL,80
CLINICAL CHEMISTRY,LDL Cholesterol,LDL,SERUM,RAT,M,0.194,0.069758203,mmol/L,30
CLINICAL CHEMISTRY,Lipase,LIPASET,SERUM,DOG,F,204.415625,207.5936704,U/L,16
CLINICAL CHEMISTRY,Lipase,LIPASET,SERUM,DOG,M,118.1125,99.55590892,U/L,16
CLINICAL CHEMISTRY,Lipase,LIPASET,SERUM,MONKEY,F,15.5025,5.104032468,U/L,40
CLINICAL CHEMISTRY,Lipase,LIPASET,SERUM,MONKEY,M,21.14270833,11.90256737,U/L,64
CLINICAL CHEMISTRY,Lipase,LIPASET,SERUM,RAT,F,8.688395062,6.115512546,U/L,405
CLINICAL CHEMISTRY,Lipase,LIPASET,SERUM,RAT,M,8.130046948,5.300325273,U/L,426
CLINICAL CHEMISTRY,Lipemic Index,LIPEMIAI,SERUM,RAT,F,0,0,uL,40
CLINICAL CHEMISTRY,Lipemic Index,LIPEMIAI,SERUM,RAT,M,0,0,uL,40
CLINICAL CHEMISTRY,Magnesium,MG,PLASMA,DOG,F,0.74308631,0.037319323,mmol/L,32
CLINICAL CHEMISTRY,Magnesium,MG,PLASMA,DOG,M,0.688848214,0.058299431,mmol/L,32
CLINICAL CHEMISTRY,Magnesium,MG,PLASMA,MONKEY,F,0.725736111,0.034804757,mmol/L,18
CLINICAL CHEMISTRY,Magnesium,MG,PLASMA,MONKEY,M,0.825694444,0.049421697,mmol/L,18
CLINICAL CHEMISTRY,Magnesium,MG,PLASMA,MOUSE,F,1.136,0.060549211,mmol/L,30
CLINICAL CHEMISTRY,Magnesium,MG,PLASMA,MOUSE,M,1.041111111,0.056113438,mmol/L,27
CLINICAL CHEMISTRY,Magnesium,MG,PLASMA,RAT,F,0.865135135,0.05060836,mmol/L,148
CLINICAL CHEMISTRY,Magnesium,MG,PLASMA,RAT,M,0.818194444,0.03846991,mmol/L,144
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,DOG,F,1.921666667,0.100306548,mg/dL,20
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,DOG,F,0.832121212,0.03265213,mmol/L,11
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,DOG,M,1.873333333,0.106086691,mg/dL,20
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,DOG,M,0.789848485,0.02676497,mmol/L,11
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,MONKEY,F,1.916892231,0.225139855,mg/dL,38
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,MONKEY,F,0.815222222,0.050315933,mmol/L,15
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,MONKEY,M,1.979537287,0.168306412,mg/dL,53
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,MONKEY,M,0.797857143,0.055727868,mmol/L,21
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,MOUSE,F,2.775,0.290716579,mg/dL,32
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,MOUSE,M,2.585714286,0.212501281,mg/dL,42
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,PIG,F,1.041923077,0.076350029,mmol/L,13
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,PIG,M,1.037272727,0.084509279,mmol/L,11
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,RAT,F,2.540833333,0.126521552,mg/dL,120
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,RAT,F,0.92075,0.069893827,mmol/L,120
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,RAT,M,2.374166667,0.175970697,mg/dL,120
CLINICAL CHEMISTRY,Magnesium,MG,SERUM,RAT,M,0.865635593,0.084257812,mmol/L,118
CLINICAL CHEMISTRY,Phosphate,PHOS,PLASMA,DOG,F,1.542438549,0.296452501,mmol/L,105
CLINICAL CHEMISTRY,Phosphate,PHOS,PLASMA,DOG,M,1.685635229,0.313364919,mmol/L,103
CLINICAL CHEMISTRY,Phosphate,PHOS,PLASMA,MONKEY,F,1.329027778,0.206736237,mmol/L,54
CLINICAL CHEMISTRY,Phosphate,PHOS,PLASMA,MONKEY,M,1.515403509,0.309446127,mmol/L,57
CLINICAL CHEMISTRY,Phosphate,PHOS,PLASMA,MOUSE,F,2.14609375,0.400775301,mmol/L,128
CLINICAL CHEMISTRY,Phosphate,PHOS,PLASMA,MOUSE,M,2.184724409,0.320011971,mmol/L,127
CLINICAL CHEMISTRY,Phosphate,PHOS,PLASMA,RABBIT,F,1.964,0.10383748,mmol/L,10
CLINICAL CHEMISTRY,Phosphate,PHOS,PLASMA,RABBIT,M,1.984,0.0897156,mmol/L,10
CLINICAL CHEMISTRY,Phosphate,PHOS,PLASMA,RAT,F,7.554615385,0.907343438,mg/dL,65
CLINICAL CHEMISTRY,Phosphate,PHOS,PLASMA,RAT,F,1.71593949,0.323968041,mmol/L,628
CLINICAL CHEMISTRY,Phosphate,PHOS,PLASMA,RAT,M,7.92,0.448506293,mg/dL,20
CLINICAL CHEMISTRY,Phosphate,PHOS,PLASMA,RAT,M,2.003199357,0.312688519,mmol/L,622
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,CAT,F,7.3375,0.226685605,mg/dL,56
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,CAT,M,7.7,0.367299729,mg/dL,56
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,DOG,F,5.467814114,0.917138412,mg/dL,581
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,DOG,F,1.622950189,0.247865797,mmol/L,239
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,DOG,M,5.81604506,0.963430566,mg/dL,614
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,DOG,M,1.68945119,0.289457506,mmol/L,290
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,GUINEA PIG,M,5.68,0.509465951,mg/dL,10
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,MONKEY,F,5.48554818,0.868187462,mg/dL,1005
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,MONKEY,F,1.67233301,0.350344478,mmol/L,442
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,MONKEY,M,6.059620876,0.983689785,mg/dL,1111
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,MONKEY,M,1.863715134,0.38581587,mmol/L,505
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,MOUSE,F,9.906912442,2.481673829,mg/dL,434
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,MOUSE,F,2.799340659,0.777532853,mmol/L,91
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,MOUSE,M,9.232305195,2.747524274,mg/dL,616
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,MOUSE,M,2.636454545,0.398535361,mmol/L,110
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,PIG,F,8.24673913,0.681751734,mg/dL,46
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,PIG,F,2.370384615,0.224622012,mmol/L,13
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,PIG,M,8.058527132,0.590560357,mg/dL,43
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,PIG,M,2.283636364,0.077284892,mmol/L,11
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,RABBIT,F,5.074285714,0.806018952,mg/dL,42
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,RABBIT,F,1.930357143,0.170440217,mmol/L,28
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,RABBIT,M,4.9984,0.811343959,mg/dL,50
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,RABBIT,M,1.862857143,0.230078202,mmol/L,28
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,RAT,F,8.488464385,2.809364789,mg/dL,5405
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,RAT,F,2.301128718,0.489566414,mmol/L,2051
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,RAT,M,9.201266117,2.510768065,mg/dL,5584
CLINICAL CHEMISTRY,Phosphate,PHOS,SERUM,RAT,M,2.613002222,0.475165504,mmol/L,2250
CLINICAL CHEMISTRY,Phospholipid,PHOSLPD,PLASMA,RAT,F,93.46666667,16.90562037,mg/dL,45
CLINICAL CHEMISTRY,Protein,PROT,PLASMA,DOG,F,55.24222222,3.101654565,g/L,105
CLINICAL CHEMISTRY,Protein,PROT,PLASMA,DOG,M,56.0868932,3.853027133,g/L,103
CLINICAL CHEMISTRY,Protein,PROT,PLASMA,MONKEY,F,76.0132696,5.104781213,g/L,66
CLINICAL CHEMISTRY,Protein,PROT,PLASMA,MONKEY,M,74.62077295,4.870614488,g/L,69
CLINICAL CHEMISTRY,Protein,PROT,PLASMA,MOUSE,F,4.944,0.229274217,g/dL,25
CLINICAL CHEMISTRY,Protein,PROT,PLASMA,MOUSE,F,47.46041667,4.592411173,g/L,144
CLINICAL CHEMISTRY,Protein,PROT,PLASMA,MOUSE,M,4.8,0.333333333,g/dL,19
CLINICAL CHEMISTRY,Protein,PROT,PLASMA,MOUSE,M,49.505,2.258340238,g/L,160
CLINICAL CHEMISTRY,Protein,PROT,PLASMA,RABBIT,F,54.81,1.124178713,g/L,10
CLINICAL CHEMISTRY,Protein,PROT,PLASMA,RABBIT,M,54.01,2.42129442,g/L,10
CLINICAL CHEMISTRY,Protein,PROT,PLASMA,RAT,F,5.709058824,0.386377017,g/dL,85
CLINICAL CHEMISTRY,Protein,PROT,PLASMA,RAT,F,69.37842357,5.815502577,g/L,628
CLINICAL CHEMISTRY,Protein,PROT,PLASMA,RAT,M,5.923,0.294637544,g/dL,40
CLINICAL CHEMISTRY,Protein,PROT,PLASMA,RAT,M,65.66473741,5.073388663,g/L,622
CLINICAL CHEMISTRY,Protein,PROT,SERUM,CAT,F,6.15,0.257258271,g/dL,56
CLINICAL CHEMISTRY,Protein,PROT,SERUM,CAT,M,5.8,0.21405182,g/dL,56
CLINICAL CHEMISTRY,Protein,PROT,SERUM,DOG,F,5.293809524,0.33406431,g/dL,581
CLINICAL CHEMISTRY,Protein,PROT,SERUM,DOG,F,55.08195491,3.704946555,g/L,254
CLINICAL CHEMISTRY,Protein,PROT,SERUM,DOG,M,5.439693268,0.335605103,g/dL,614
CLINICAL CHEMISTRY,Protein,PROT,SERUM,DOG,M,55.81339617,3.358392786,g/L,305
CLINICAL CHEMISTRY,Protein,PROT,SERUM,GUINEA PIG,M,4.24,0.206559112,g/dL,10
CLINICAL CHEMISTRY,Protein,PROT,SERUM,MONKEY,F,7.313920399,0.452878216,g/dL,1008
CLINICAL CHEMISTRY,Protein,PROT,SERUM,MONKEY,F,76.34150259,4.509860031,g/L,442
CLINICAL CHEMISTRY,Protein,PROT,SERUM,MONKEY,M,7.315411872,0.448968197,g/dL,1114
CLINICAL CHEMISTRY,Protein,PROT,SERUM,MONKEY,M,76.43899397,4.472786086,g/L,505
CLINICAL CHEMISTRY,Protein,PROT,SERUM,MOUSE,F,5.241941748,0.445631756,g/dL,515
CLINICAL CHEMISTRY,Protein,PROT,SERUM,MOUSE,F,50.78791209,2.296317592,g/L,91
CLINICAL CHEMISTRY,Protein,PROT,SERUM,MOUSE,M,5.435,0.51199879,g/dL,740
CLINICAL CHEMISTRY,Protein,PROT,SERUM,MOUSE,M,52.424375,3.501333921,g/L,160
CLINICAL CHEMISTRY,Protein,PROT,SERUM,PIG,F,6.049275362,0.405166579,g/dL,46
CLINICAL CHEMISTRY,Protein,PROT,SERUM,PIG,F,64.61538462,2.467255106,g/L,13
CLINICAL CHEMISTRY,Protein,PROT,SERUM,PIG,M,5.89496124,0.323271449,g/dL,43
CLINICAL CHEMISTRY,Protein,PROT,SERUM,PIG,M,64.93181818,2.9162924,g/L,11
CLINICAL CHEMISTRY,Protein,PROT,SERUM,RABBIT,F,5.818333333,0.311645254,g/dL,42
CLINICAL CHEMISTRY,Protein,PROT,SERUM,RABBIT,F,55.89285714,2.21257828,g/L,28
CLINICAL CHEMISTRY,Protein,PROT,SERUM,RABBIT,M,5.6468,0.243716463,g/dL,50
CLINICAL CHEMISTRY,Protein,PROT,SERUM,RABBIT,M,55.46428571,2.55650431,g/L,28
CLINICAL CHEMISTRY,Protein,PROT,SERUM,RAT,F,7.077005348,0.868605641,g/dL,5423
CLINICAL CHEMISTRY,Protein,PROT,SERUM,RAT,F,64.60967821,5.739478619,g/L,2051
CLINICAL CHEMISTRY,Protein,PROT,SERUM,RAT,M,6.349679957,0.575843505,g/dL,5593
CLINICAL CHEMISTRY,Protein,PROT,SERUM,RAT,M,60.64324923,4.36780711,g/L,2259
CLINICAL CHEMISTRY,Protein/Creatinine,PROTCRT,SERUM,MONKEY,F,1.41225,0.102932376,RATIO,16
CLINICAL CHEMISTRY,Protein/Creatinine,PROTCRT,SERUM,MONKEY,M,1.518333333,0.269008054,RATIO,12
CLINICAL CHEMISTRY,Sorbitol Dehydrogenase,SDH,SERUM,DOG,F,5.245045045,2.112997567,U/L,37
CLINICAL CHEMISTRY,Sorbitol Dehydrogenase,SDH,SERUM,DOG,M,4.271296296,1.329850279,U/L,36
CLINICAL CHEMISTRY,Sorbitol Dehydrogenase,SDH,SERUM,MONKEY,F,6.500714286,3.954843297,U/L,35
CLINICAL CHEMISTRY,Sorbitol Dehydrogenase,SDH,SERUM,MONKEY,M,7.747070707,6.210972133,U/L,33
CLINICAL CHEMISTRY,Sorbitol Dehydrogenase,SDH,SERUM,PIG,F,2.162612613,3.13519548,U/L,37
CLINICAL CHEMISTRY,Sorbitol Dehydrogenase,SDH,SERUM,PIG,M,1.268627451,1.738539988,U/L,34
CLINICAL CHEMISTRY,Sorbitol Dehydrogenase,SDH,SERUM,RAT,F,10.49222973,8.302740436,U/L,296
CLINICAL CHEMISTRY,Sorbitol Dehydrogenase,SDH,SERUM,RAT,M,9.558116883,6.62232177,U/L,308
CLINICAL CHEMISTRY,Sodium,SODIUM,PLASMA,DOG,F,146.7400167,1.619861316,mmol/L,114
CLINICAL CHEMISTRY,Sodium,SODIUM,PLASMA,DOG,M,146.0190476,1.952788434,mmol/L,112
CLINICAL CHEMISTRY,Sodium,SODIUM,PLASMA,MONKEY,F,148.0359127,1.685149539,mmol/L,66
CLINICAL CHEMISTRY,Sodium,SODIUM,PLASMA,MONKEY,M,148.9950483,1.853566117,mmol/L,69
CLINICAL CHEMISTRY,Sodium,SODIUM,PLASMA,MOUSE,F,151.3695364,2.249562724,mmol/L,151
CLINICAL CHEMISTRY,Sodium,SODIUM,PLASMA,MOUSE,M,152.9571429,3.102352218,mmol/L,161
CLINICAL CHEMISTRY,Sodium,SODIUM,PLASMA,RABBIT,F,137.88,1.335664629,mmol/L,10
CLINICAL CHEMISTRY,Sodium,SODIUM,PLASMA,RABBIT,M,139.98,1.4366628,mmol/L,10
CLINICAL CHEMISTRY,Sodium,SODIUM,PLASMA,RAT,F,146.26,1.293831519,mEq/L,65
CLINICAL CHEMISTRY,Sodium,SODIUM,PLASMA,RAT,F,142.4004141,1.942566528,mmol/L,644
CLINICAL CHEMISTRY,Sodium,SODIUM,PLASMA,RAT,M,147.76,1.347277957,mEq/L,20
CLINICAL CHEMISTRY,Sodium,SODIUM,PLASMA,RAT,M,143.8235981,2.451424245,mmol/L,642
CLINICAL CHEMISTRY,Sodium,SODIUM,SERUM,CAT,F,150.75,0.436931449,mEq/L,56
CLINICAL CHEMISTRY,Sodium,SODIUM,SERUM,CAT,M,149.625,0.655397173,mEq/L,56
CLINICAL CHEMISTRY,Sodium,SODIUM,SERUM,DOG,F,146.5796841,1.17825696,mEq/L,306
CLINICAL CHEMISTRY,Sodium,SODIUM,SERUM,DOG,F,147.7278378,1.972936914,mmol/L,529
CLINICAL CHEMISTRY,Sodium,SODIUM,SERUM,DOG,M,146.3493485,1.291930724,mEq/L,307
CLINICAL CHEMISTRY,Sodium,SODIUM,SERUM,DOG,M,147.6625331,1.886601124,mmol/L,612
CLINICAL CHEMISTRY,Sodium,SODIUM,SERUM,GUINEA PIG,M,138.8,1.932183566,mEq/L,10
CLINICAL CHEMISTRY,Sodium,SODIUM,SERUM,MONKEY,F,147.892581,2.466961009,mEq/L,641
CLINICAL CHEMISTRY,Sodium,SODIUM,SERUM,MONKEY,F,148.711624,2.773093565,mmol/L,857
CLINICAL CHEMISTRY,Sodium,SODIUM,SERUM,MONKEY,M,148.3604833,2.26847877,mEq/L,694
CLINICAL CHEMISTRY,Sodium,SODIUM,SERUM,MONKEY,M,149.0641886,2.762248153,mmol/L,973
CLINICAL CHEMISTRY,Sodium,SODIUM,SERUM,MOUSE,F,150.8571429,2.296426811,mEq/L,154
CLINICAL CHEMISTRY,Sodium,SODIUM,SERUM,MOUSE,F,152.9861199,3.356723334,mmol/L,317
CLINICAL CHEMISTRY,Sodium,SODIUM,SERUM,MOUSE,M,152.4155844,2.389249612,mEq/L,154
